utterance_id,episode_id,turn_index,speaker_normalized_name,speaker_character_id,text,emote,action,is_target_agent_speaker,contains_target_agent_mention
utt__train_ep_009283__012,train_ep_009283,12,king,char__king,"The way I see it is, it is done when it's done. Trying to rush it would just spoil the meal.",,,True,False
utt__train_ep_009283__013,train_ep_009283,13,hunter,char__hunter,That's true. So how is the Queen doing?,,,False,False
utt__train_ep_009327__000,train_ep_009327,0,king,char__king,hello,,,True,False
utt__train_ep_009327__001,train_ep_009327,1,merchant,char__merchant,"What brings you to the throne sir, King?",,,False,True
utt__train_ep_009327__002,train_ep_009327,2,king,char__king,"Well, I should be the one to ask you that",,,True,False
utt__train_ep_009327__003,train_ep_009327,3,merchant,char__merchant,I came here to study a little bit. To get some new ideas.,,,False,False
utt__train_ep_009327__004,train_ep_009327,4,king,char__king,You should go to the royal library then,,,True,False
utt__train_ep_009327__005,train_ep_009327,5,merchant,char__merchant,"Are you in a bad mood, sir?",,,False,False
utt__train_ep_009327__006,train_ep_009327,6,king,char__king,I just have a lot on my mind,,,True,False
utt__train_ep_009327__007,train_ep_009327,7,merchant,char__merchant,I can imagine. Is there anything I can do to make you feel better?,,,False,False
utt__train_ep_009327__008,train_ep_009327,8,king,char__king,Just get me some wine and let me drink away my sorrow?,,,True,False
utt__train_ep_009327__009,train_ep_009327,9,merchant,char__merchant,Sure thing sir. Let me get the wine.,,,False,False
utt__train_ep_009327__010,train_ep_009327,10,king,char__king,Pleasre do...and do that fast,,,True,False
utt__train_ep_009327__011,train_ep_009327,11,merchant,char__merchant,Here you go sir (gives drink),,,False,False
utt__train_ep_009327__012,train_ep_009327,12,king,char__king,thank you. How is your family?,,,True,False
utt__train_ep_009327__013,train_ep_009327,13,merchant,char__merchant,"They're okay, Hanging in there.",,,False,False
utt__train_ep_009349__000,train_ep_009349,0,knight,char__knight,Hello,,,False,False
utt__train_ep_009349__001,train_ep_009349,1,king,char__king,"Hello sir, how are you tonight?",nod,,True,False
utt__train_ep_009349__002,train_ep_009349,2,knight,char__knight,"I am doing very well sire..Your Highness, I remain loyal to the kingdom.",,,False,False
utt__train_ep_009349__003,train_ep_009349,3,king,char__king,"I appreciate that. That is why I was looking for you tonight. I know this is odd to meet in the Laboratory, but I needed to speak in private and I need someone I can trust. You see, I think the Queen is having an affair with Knight Rob. I am distraught and I need him taken prisoner and killed at once. Can you handle this?",,,True,False
utt__train_ep_009349__004,train_ep_009349,4,knight,char__knight,What!!! My queen having an affair with a knight? Burn the knight at once..,,,False,False
utt__train_ep_009349__005,train_ep_009349,5,king,char__king,I knew I could count on you. That is why I found you. Yes...burn him at once! You must keep this a secret and remain loyal. You will move to the highest level in the castle. Your loyalty will be greatly rewarded. Queen Shafria can only have eyes for me.,,,True,False
utt__train_ep_009349__006,train_ep_009349,6,knight,char__knight,I will get to that immediately. No traces must be found your highness,,,False,False
utt__train_ep_009349__007,train_ep_009349,7,king,char__king,"Yes, no evidence. The queen must not suspect a thing. Here take my crown as a token of my gratitude. I am so very grateful. I will also need you to keep an eye on the Queen after this and make sure there are no others. ",,give crown to knight,True,False
utt__train_ep_009349__008,train_ep_009349,8,knight,char__knight,Your Highness..your crown is a little too much as a gift. My allegiance is with the king.,,,False,True
utt__train_ep_009349__009,train_ep_009349,9,king,char__king,"I know, but the Queen means everything to me. I can't even fathom the thought of losing her to a younger knight. After Knight Rob is taken care of, you shall get your own bathroom. This Lavoratory is quite beneath you. You will be held in high regard. ",,,True,False
utt__train_ep_009349__010,train_ep_009349,10,knight,char__knight,wow! This sounds like a great reward. Thank you so much your highness,,,False,False
utt__train_ep_009349__011,train_ep_009349,11,king,char__king,You are quite welcome! Shall you take care of Rob tonight? ,,,True,False
utt__train_ep_009349__012,train_ep_009349,12,knight,char__knight,Rob is done Sir! No traces will be found,,,False,False
utt__train_ep_009349__013,train_ep_009349,13,king,char__king,"Thank you. I knew you I could count on you. I will have your items moved to to a nicer bathroom. You will now work closer to me. We shall talk later. Have a good night, Knight. ",smile,,True,False
utt__train_ep_009352__000,train_ep_009352,0,subject,char__subject,"Well fancy seeing you here in my tub, Your Highness.",,,False,False
utt__train_ep_009352__001,train_ep_009352,1,king,char__king,This is my tub why are you here?,,,True,False
utt__train_ep_009352__002,train_ep_009352,2,subject,char__subject,"I paid taxes, so this is MY tub too!",,remove shirt,False,False
utt__train_ep_009352__003,train_ep_009352,3,king,char__king,I can have your head!,,,True,False
utt__train_ep_009352__004,train_ep_009352,4,subject,char__subject,"Sure you could, but why would you hurt a poor taxpaying girl like me?",,remove pant,False,False
utt__train_ep_009352__005,train_ep_009352,5,king,char__king,"Please, the queen is near here.",,,True,False
utt__train_ep_009352__006,train_ep_009352,6,subject,char__subject,"Maybe YOU should put these on, then.",,give pant to king,False,False
utt__train_ep_009352__007,train_ep_009352,7,king,char__king,Those are not mine.,,,True,False
utt__train_ep_009352__008,train_ep_009352,8,subject,char__subject,They'll fit. You're kinda skinny.,,give shirt to king,False,False
utt__train_ep_009352__009,train_ep_009352,9,king,char__king,I have pants tho.,,,True,False
utt__train_ep_009352__010,train_ep_009352,10,subject,char__subject,"Yes, but I'm going to put on your pants.",,steal scepter from king,False,False
utt__train_ep_009352__011,train_ep_009352,11,king,char__king,Ok go for it but if you take that I will kill you.,,,True,False
utt__train_ep_009352__012,train_ep_009352,12,subject,char__subject,It's just that I'd like to have SOMETHING to show for all the taxes I pay you!,,give scepter to king,False,False
utt__train_ep_009352__013,train_ep_009352,13,king,char__king,I see well I guess you shall pay with your life.,,,True,False
utt__train_ep_009354__000,train_ep_009354,0,king,char__king,What are you doing in this room?,,,True,False
utt__train_ep_009354__001,train_ep_009354,1,person,char__person,"Oh, um... nothing.",,,False,False
utt__train_ep_009354__002,train_ep_009354,2,king,char__king,You aren't the one that works in here? Where is that imbecil then?,,,True,False
utt__train_ep_009354__003,train_ep_009354,3,person,char__person,"Oh yes, it is me! I work here!",,,False,False
utt__train_ep_009354__004,train_ep_009354,4,king,char__king,"I need something for a particular prisoner, I don't want to scar them but I want it to hurt",,,True,False
utt__train_ep_009354__005,train_ep_009354,5,person,char__person,Hmm... how does this dull whip look?,,,False,False
utt__train_ep_009354__006,train_ep_009354,6,king,char__king,more sting,frown,,True,False
utt__train_ep_009354__007,train_ep_009354,7,person,char__person,Well what  about this larger whip?,,,False,False
utt__train_ep_009354__008,train_ep_009354,8,king,char__king,"It has a good snap to it, maybe I will put that in the maybe pile.",,,True,False
utt__train_ep_009354__009,train_ep_009354,9,person,char__person,"There are seemingly endless tools, so I can keep looking.",,,False,False
utt__train_ep_009354__010,train_ep_009354,10,king,char__king,"Do it now, I want to make them cry",,,True,False
utt__train_ep_009354__011,train_ep_009354,11,person,char__person,How is this cat of 9 tails?,,,False,False
utt__train_ep_009354__012,train_ep_009354,12,king,char__king,"That is too bloody, I don't want to break the skin remember, do you have any long poles?",,,True,False
utt__train_ep_009354__013,train_ep_009354,13,person,char__person,"Yes, I have a baton here?",,,False,False
utt__train_ep_009370__000,train_ep_009370,0,king,char__king,Hello there,,,True,False
utt__train_ep_009370__001,train_ep_009370,1,customer,char__customer,"Hello your highness, what brings you to the Blacksmith today?",,,False,False
utt__train_ep_009370__002,train_ep_009370,2,king,char__king,Came to check on an old friend,,,True,False
utt__train_ep_009370__003,train_ep_009370,3,customer,char__customer,The man with the hammer?,,,False,False
utt__train_ep_009370__004,train_ep_009370,4,king,char__king,"Yeah, he his an old friend",,,True,False
utt__train_ep_009370__005,train_ep_009370,5,customer,char__customer,"That's funny, my friend is here too, the aprentace. ",,,False,False
utt__train_ep_009370__006,train_ep_009370,6,king,char__king,"Interesting, so what are you doing here?",,,True,False
utt__train_ep_009370__007,train_ep_009370,7,customer,char__customer,I was going to see my friend we are going to the pub together,,,False,False
utt__train_ep_009370__008,train_ep_009370,8,king,char__king,"Ok, so you're taking him away from his work place?",,,True,False
utt__train_ep_009370__009,train_ep_009370,9,customer,char__customer,"He gets off of work for luch, the blacksmith allows it",,,False,False
utt__train_ep_009370__010,train_ep_009370,10,king,char__king,"Ok, hope you don't keep too long outside",,,True,False
utt__train_ep_009370__011,train_ep_009370,11,customer,char__customer,They usually have the stew out quickly we will be back in a jiffy,,,False,False
utt__train_ep_009370__012,train_ep_009370,12,king,char__king,"I hope so, so what do you do?",,,True,False
utt__train_ep_009370__013,train_ep_009370,13,customer,char__customer,I just came to the market to try the new corn. I am a housewife. ,,,False,False
utt__train_ep_009379__000,train_ep_009379,0,king,char__king,hello,,,True,False
utt__train_ep_009379__001,train_ep_009379,1,chef,char__chef,Dinner will be magnificant today my king,,,False,True
utt__train_ep_009379__002,train_ep_009379,2,king,char__king,hmmmmnnn...i anticipate that,,,True,False
utt__train_ep_009379__003,train_ep_009379,3,chef,char__chef,Tell me are you in the mood for cake or pudding?,,,False,False
utt__train_ep_009379__004,train_ep_009379,4,king,char__king,I would love some cake! wew!,,,True,False
utt__train_ep_009379__005,train_ep_009379,5,chef,char__chef,I have some ready now if you would like a snack,,,False,False
utt__train_ep_009379__006,train_ep_009379,6,king,char__king,yipeeeeeee,,,True,False
utt__train_ep_009379__007,train_ep_009379,7,chef,char__chef,"Here you go, there is a plate waiting for you on the counter",,give fork to king,False,False
utt__train_ep_009379__008,train_ep_009379,8,king,char__king,hmmmmnnnn..I think I really need to promote you,,,True,False
utt__train_ep_009379__009,train_ep_009379,9,chef,char__chef,It's called a carrot cake.,,,False,False
utt__train_ep_009379__010,train_ep_009379,10,king,char__king,cake made out of carrot?,,,True,False
utt__train_ep_009379__011,train_ep_009379,11,chef,char__chef,"Yes, you wouldn't think so but it makes the cake so moist and yummy.",,,False,False
utt__train_ep_009379__012,train_ep_009379,12,king,char__king,i would like more serving of this,,,True,False
utt__train_ep_009379__013,train_ep_009379,13,chef,char__chef,"Of course my king, you can have as much as you like!",,,False,True
utt__train_ep_009381__000,train_ep_009381,0,spider,char__spider,hello,,,False,False
utt__train_ep_009381__001,train_ep_009381,1,king,char__king,"I knew I would find you here, did you get that information you talked to me about?",,,True,False
utt__train_ep_009381__002,train_ep_009381,2,spider,char__spider,i didnt....it was kept more securely,,,False,False
