source_character_id,target_character_id,source_character_name,target_character_name,co_episode_count,is_focus_character_pair
char__cypher_the_dragon,char__goddess,cypher the dragon,goddess,1,False
char__mischievous_teenager,char__wife,mischievous teenager,wife,1,False
char__castaway,char__insects,castaway,insects,1,False
char__barn_cat,char__person,barn cat,person,1,False
char__concubine,char__grandmother,concubine,grandmother,1,False
char__advisor,char__queen,advisor,queen,1,False
char__people,char__squirrel,people,squirrel,1,False
char__farmer,char__soldier,farmer,soldier,1,False
char__towns_folk,char__wife,towns folk,wife,1,False
char__rat,char__wrongdoer,rat,wrongdoer,1,False
char__chicken,char__child,chicken,child,1,False
char__mouse,char__person,mouse,person,1,False
char__offender,char__spider,offender,spider,1,False
char__bat,char__person,bat,person,2,False
char__electric_eel,char__person,electric eel,person,1,False
char__bedbug,char__town_baker_s_child,bedbug,town baker's child,1,False
char__colorful_bird,char__monkey,colorful bird,monkey,2,False
char__person,char__traveller,person,traveller,1,False
char__beggar,char__head_priest,beggar,head priest,1,False
char__priest,char__waiting_priest,priest,waiting priest,2,False
char__guard,char__homeless_person,guard,homeless person,1,False
char__king,char__lady,king,lady,1,True
char__adventurer,char__people,adventurer,people,1,False
char__foreign_ambassador,char__subjects,foreign ambassador,subjects,1,False
char__alter_boy,char__organist,alter boy,organist,1,False
char__god,char__stray_dogs,god,stray dogs,1,False
char__bird,char__tadpole,bird,tadpole,1,False
char__chef,char__peasant,chef,peasant,1,False
char__monk,char__villager,monk,villager,1,False
char__crow,char__family_member,crow,family member,1,False
char__bloodied_prisoner,char__small_child_cleaning_boat,bloodied prisoner,small child cleaning boat,1,False
char__preacher,char__troop,preacher,troop,1,False
char__caretaker,char__gardener,caretaker,gardener,1,False
char__guest,char__mother,guest,mother,1,False
char__king_s_guardsmen,char__wench,king's guardsmen,wench,2,False
char__child,char__powerful_but_aged_wizard,child,powerful but aged wizard,1,False
char__king_s_brother,char__visitor,king's brother,visitor,1,False
char__maggot,char__mosquito,maggot,mosquito,1,False
char__sons,char__well_off_business_man,sons,well off business man,1,False
char__archaeologists,char__fierce_assassin,archaeologists,fierce assassin,1,False
char__chambermaid,char__mouse,chambermaid,mouse,1,False
char__army,char__squire,army,squire,1,False
char__ghost,char__worker,ghost,worker,1,False
char__archer,char__wolves,archer,wolves,1,False
char__freind,char__high_priestess,freind,high priestess,1,False
char__janitor,char__wench,janitor,wench,1,False
char__chamber_maid,char__queen,chamber maid,queen,1,False
char__juror,char__king,juror,king,1,True
char__lizards,char__skeleton,lizards,skeleton,1,False
char__rat,char__royal_family_member,rat,royal family member,1,False
char__high_priestess,char__pastor,high priestess,pastor,1,False
char__grandmother,char__prisoner,grandmother,prisoner,1,False
char__church_mouse,char__pet_bird,church mouse,pet bird,1,False
char__fisherman,char__peasant,fisherman,peasant,1,False
char__hawk,char__weapons_master,hawk,weapons master,1,False
char__general_defending_the_tower,char__gravedigger,general defending the tower,gravedigger,1,False
char__family_member,char__mouse,family member,mouse,1,False
char__god,char__hiker,god,hiker,1,False
char__family_dog,char__person,family dog,person,1,False
char__member,char__old_men,member,old men,1,False
char__chicken,char__turkey,chicken,turkey,1,False
char__cook,char__cooks,cook,cooks,1,False
char__craftsman,char__thief,craftsman,thief,1,False
char__deer,char__hunter,deer,hunter,1,False
char__bandit,char__rodent,bandit,rodent,1,False
char__his_horse,char__vendor,his horse,vendor,1,False
char__king_s_child,char__servant,king's child,servant,1,False
char__fishermen,char__lizards,fishermen,lizards,1,False
char__amphibian,char__fish,amphibian,fish,1,False
char__bear,char__small_living_thing,bear,small living thing,1,False
char__old_gnaisha,char__traveler,old gnaisha,traveler,1,False
char__peasant,char__pond_visitor,peasant,pond visitor,1,False
char__dog,char__dogs,dog,dogs,1,False
char__farm_hand,char__fish,farm hand,fish,1,False
char__dogs,char__pastry_chef,dogs,pastry chef,1,False
char__beetle,char__high_priestess,beetle,high priestess,1,False
char__bird,char__empress,bird,empress,1,False
char__farmers,char__sneaky_thief,farmers,sneaky thief,1,False
char__townsperson,char__wizard,townsperson,wizard,1,False
char__maid,char__member,maid,member,1,False
char__albino_fish_totally_blind_swims_in_a_tiny_pool,char__resident,albino fish totally blind swims in a tiny pool,resident,1,False
char__bartender,char__hunter,bartender,hunter,1,False
char__fox,char__rabbit,fox,rabbit,1,False
char__pirate,char__trader,pirate,trader,1,False
char__advisor,char__napping_mouse,advisor,napping mouse,1,False
char__blacksmith_apprentice,char__dog,blacksmith apprentice,dog,2,False
char__police,char__tribesman,police,tribesman,1,False
char__bishop,char__war_officer,bishop,war officer,1,False
char__bird,char__thief,bird,thief,1,False
char__beggar,char__egyptians,beggar,egyptians,1,False
char__ghost,char__old_homeless_man,ghost,old homeless man,1,False
char__family,char__monk,family,monk,1,False
char__criminal,char__duke,criminal,duke,1,False
char__gnome,char__person,gnome,person,1,False
char__family,char__villager,family,villager,1,False
char__deer,char__leader,deer,leader,1,False
char__bodyguard,char__servant,bodyguard,servant,1,False
char__altar_boy,char__handmaid,altar boy,handmaid,1,False
char__miner,char__sell_swords,miner,sell swords,1,False
char__merchant,char__queen,merchant,queen,1,False
char__gardener,char__princess,gardener,princess,1,False
char__knight,char__worker,knight,worker,1,False
char__horse_tied_up_in_front_of_a_shop,char__sons,horse tied up in front of a shop,sons,1,False
char__guard,char__mouse,guard,mouse,1,False
char__god,char__local,god,local,1,False
char__daughter,char__merchant,daughter,merchant,1,False
char__beaver,char__member,beaver,member,1,False
char__sad_woman,char__watchman,sad woman,watchman,1,False
char__evil_priestess,char__traveler,evil priestess,traveler,1,False
char__lizard,char__vulture,lizard,vulture,1,False
char__alligator,char__bird,alligator,bird,1,False
char__princess,char__rat,princess,rat,1,False
char__camel,char__member,camel,member,1,False
char__princess,char__spider,princess,spider,1,False
char__cleaning_maid,char__wolf,cleaning maid,wolf,1,False
char__dancer,char__resident,dancer,resident,1,False
char__soldiers,char__weary_traveler,soldiers,weary traveler,2,False
char__guard,char__queen_s,guard,queen's,1,False
char__poor_subsistence_farmer,char__traveler,poor subsistence farmer,traveler,1,False
char__bat_queen,char__person,bat queen,person,1,False
char__mouse,char__noble,mouse,noble,1,False
char__chicken,char__woman,chicken,woman,1,False
char__altar_boy,char__monarch,altar boy,monarch,1,False
char__court_jester,char__groundskeeper_of_the_castle,court jester,groundskeeper of the castle,1,False
char__musician,char__person,musician,person,1,False
char__acolyte,char__wolf,acolyte,wolf,1,False
char__baby_shower,char__guest,baby shower,guest,1,False
char__member,char__royal_family,member,royal family,1,False
char__merchant,char__wife,merchant,wife,1,False
char__blacksmith,char__dragon,blacksmith,dragon,1,False
char__cow,char__worms,cow,worms,1,False
char__soldier,char__wall,soldier,wall,1,False
char__knight,char__masked_torturer,knight,masked torturer,1,False
char__thief,char__traders,thief,traders,1,False
char__assistant,char__priest,assistant,priest,1,False
char__groundskeeper,char__noble,groundskeeper,noble,1,False
char__inhabitant,char__princess,inhabitant,princess,1,False
char__animal,char__exiled_person,animal,exiled person,1,False
char__cat,char__townperson,cat,townperson,1,False
char__fisherman,char__guest,fisherman,guest,1,False
char__horse,char__parent,horse,parent,1,False
char__boy,char__otter,boy,otter,1,False
char__king,char__traveler,king,traveler,2,True
char__christian_villagers,char__ghost,christian villagers,ghost,1,False
char__evil_witch,char__mother,evil witch,mother,1,False
char__miner,char__wild_boar,miner,wild boar,1,False
char__knight,char__outlaw,knight,outlaw,1,False
char__hiker,char__people_saved_by_the_paladinsa,hiker,people saved by the paladinsa,1,False
char__pelican,char__wise_men,pelican,wise men,1,False
char__maid,char__rich_king,maid,rich king,1,False
char__doctor,char__midget,doctor,midget,1,False
char__outlaw,char__parishioner,outlaw,parishioner,1,False
char__horse_tied_up_in_front_of_a_shop,char__wealthy_bookshop_owner,horse tied up in front of a shop,wealthy bookshop owner,1,False
char__cow,char__geese,cow,geese,1,False
char__member,char__priests,member,priests,1,False
char__battle,char__craftsman,battle,craftsman,1,False
char__attendee,char__local_bazaar,attendee,local bazaar,1,False
char__genie,char__nuns,genie,nuns,1,False
char__traveler,char__traveller,traveler,traveller,1,False
char__lady_of_the_house_coming_to_greet_you,char__messenger,lady of the house coming to greet you,messenger,1,False
char__king,char__lord_chamberlain,king,lord chamberlain,1,True
char__bird,char__monster,bird,monster,1,False
char__deity,char__vagrants,deity,vagrants,1,False
char__kings_bodyguard,char__servant,kings bodyguard,servant,1,False
char__dog,char__fisherman,dog,fisherman,1,False
char__masked_torturer,char__royalty,masked torturer,royalty,1,False
char__enemy,char__monarch,enemy,monarch,1,False
char__ambassador,char__mariner,ambassador,mariner,1,False
char__customer,char__dragon_who_breathes_fire_and_won_t_let_her_out,customer,dragon who breathes fire and won't let her out,1,False
char__owl,char__peasant,owl,peasant,1,False
char__lizard,char__troll,lizard,troll,1,False
char__dungeon_master,char__rat,dungeon master,rat,1,False
char__flirty_barmaid,char__mystical_lion,flirty barmaid,mystical lion,1,False
char__witch,char__wolves,witch,wolves,1,False
char__deity,char__mice,deity,mice,1,False
char__king,char__ornate_birds,king,ornate birds,1,True
char__butterfly,char__fairy,butterfly,fairy,1,False
char__bedroom,char__family_member,bedroom,family member,1,False
char__animal,char__raccoon,animal,raccoon,1,False
char__christian_villagers,char__fish,christian villagers,fish,1,False
char__assistant_chef,char__mischievous_teenager,assistant chef,mischievous teenager,1,False
char__king_fulmer,char__traveler,king fulmer,traveler,1,False
char__bodyguard,char__person,bodyguard,person,1,False
char__rat,char__worms,rat,worms,1,False
char__friend_of_the_princess,char__princess,friend of the princess,princess,1,False
char__eunuch,char__pelican,eunuch,pelican,1,False
char__resident,char__royal_family,resident,royal family,1,False
char__person,char__potion,person,potion,1,False
char__gamekeeper,char__pastry_chef,gamekeeper,pastry chef,1,False
char__people,char__snakes,people,snakes,1,False
char__gardener,char__masons,gardener,masons,1,False
char__deckhand,char__mate,deckhand,mate,1,False
char__bug,char__shipwrecked_survivor,bug,shipwrecked survivor,1,False
char__animal,char__caveman,animal,caveman,2,False
char__assassin,char__noble,assassin,noble,1,False
char__lord,char__stable_boy_rushing_in_to_alert_the_knight,lord,stable boy rushing in to alert the knight,1,False
char__prince,char__sword_makers,prince,sword makers,1,False
char__animal,char__cat,animal,cat,1,False
char__flies,char__ghosts_of_previous_occupants,flies,ghosts of previous occupants,1,False
char__creature,char__gator,creature,gator,1,False
char__bride,char__king,bride,king,1,True
char__evil_priestess,char__usher,evil priestess,usher,1,False
char__blacksmith,char__inn_keeper,blacksmith,inn keeper,1,False
char__dog,char__worker,dog,worker,1,False
char__cat,char__dockworker,cat,dockworker,1,False
char__hound,char__old_wizened_priestess,hound,old wizened priestess,1,False
char__missionary,char__tourist,missionary,tourist,1,False
char__creature,char__homeless_person,creature,homeless person,1,False
char__local,char__old_man,local,old man,1,False
char__goblin_king_s_bartender,char__weddings,goblin king's bartender,weddings,1,False
char__cat,char__faerie,cat,faerie,1,False
char__proprietor,char__rival_jeweler,proprietor,rival jeweler,1,False
char__cut_throat,char__fisherman,cut throat,fisherman,1,False
char__animal_such_as_a_cat,char__queen,animal such as a cat,queen,1,False
char__guest,char__king_and_queen,guest,king and queen,1,False
char__monk,char__priests,monk,priests,1,False
char__fighters,char__knight,fighters,knight,1,False
char__alchemist,char__crow,alchemist,crow,1,False
char__mother,char__queen,mother,queen,1,False
char__enemy_king,char__small_child_cleaning_boat,enemy king,small child cleaning boat,1,False
char__child,char__president,child,president,1,False
char__insects,char__troll,insects,troll,1,False
char__gods,char__servant,gods,servant,1,False
char__family_member,char__pig,family member,pig,1,False
char__princess,char__villagers,princess,villagers,1,False
char__lone_captain,char__pirate,lone captain,pirate,1,False
char__archaeologists,char__vagrants,archaeologists,vagrants,1,False
char__infant,char__king,infant,king,1,True
char__fat_rats,char__villagers,fat rats,villagers,1,False
char__god_of_their_pagan_religion,char__no_one,god of their pagan religion,no one,1,False
char__miner,char__monster,miner,monster,1,False
char__skeleton,char__traitor,skeleton,traitor,1,False
char__alien,char__chief_wife,alien,chief wife,1,False
char__servant,char__townsperson,servant,townsperson,1,False
char__bartender,char__farmers,bartender,farmers,1,False
